Product ID,Product_Name,Category,Sub_Category,Avg_Unit_Price,Total_Sales,Total_Profit,Profitability_Status
FUR-FU-10004503,"Tenex Photo Frame, Black",Furniture,Furnishings,45.792,425.088,135.648,Profitable
FUR-FU-10004509,"Advantus Door Stop, Duo Pack",Furniture,Furnishings,38.13325714285715,821.5398,116.6598,Profitable
FUR-FU-10004516,"Deflect-O Frame, Black",Furniture,Furnishings,103.4376,2982.0840000000003,1255.884,Profitable
FUR-FU-10004527,"Advantus Frame, Duo Pack",Furniture,Furnishings,106.7328,1600.9920000000002,716.742,Profitable
FUR-FU-10004549,"Advantus Frame, Erganomic",Furniture,Furnishings,81.2076,734.1605999999999,121.8006,Profitable
FUR-FU-10004579,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,35.041149999999995,676.7529,142.7229,Profitable
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,5.0906666666666665,81.00800000000001,25.763199999999998,Profitable
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,12.564,163.332,3.141000000000002,Profitable
FUR-FU-10004596,"Tenex Door Stop, Black",Furniture,Furnishings,19.019000000000002,474.012,-179.268,Loss-Making
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,38.85,344.1,-42.18000000000001,Loss-Making
FUR-FU-10004598,"Deflect-O Stacking Tray, Durable",Furniture,Furnishings,13.006285714285713,289.99199999999996,-77.408,Loss-Making
FUR-FU-10004604,"Deflect-O Clock, Erganomic",Furniture,Furnishings,46.833000000000006,866.061,64.161,Profitable
FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furniture,Furnishings,39.285000000000004,1235.295,241.335,Profitable
FUR-FU-10004614,"Rubbermaid Frame, Black",Furniture,Furnishings,109.89,329.67,125.19,Profitable
FUR-FU-10004617,"Eldon Stacking Tray, Duo Pack",Furniture,Furnishings,17.6736,454.464,87.864,Profitable
FUR-FU-10004619,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,22.359375,381.6,118.25999999999999,Profitable
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,43.35999999999999,379.4,-48.78,Loss-Making
FUR-FU-10004640,"Tenex Light Bulb, Durable",Furniture,Furnishings,14.6832,258.552,19.362,Profitable
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,136.98,2191.68,569.8368,Profitable
FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings,11.664000000000001,119.55600000000001,27.701999999999998,Profitable
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,12.958,176.70000000000002,23.3244,Profitable
FUR-FU-10004689,"Advantus Light Bulb, Duo Pack",Furniture,Furnishings,20.13,281.82,56.28,Profitable
FUR-FU-10004704,"Deflect-O Door Stop, Black",Furniture,Furnishings,36.478500000000004,643.428,16.997999999999998,Profitable
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,14.14,84.84,22.0584,Profitable
FUR-FU-10004730,"Rubbermaid Light Bulb, Erganomic",Furniture,Furnishings,15.5976,276.0426,-29.0574,Loss-Making
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,54.349,575.46,107.41919999999999,Profitable
FUR-FU-10004778,"Deflect-O Light Bulb, Duo Pack",Furniture,Furnishings,16.230600000000003,290.322,-11.538000000000002,Loss-Making
FUR-FU-10004780,"Deflect-O Frame, Duo Pack",Furniture,Furnishings,103.631625,2446.422,-170.058,Loss-Making
FUR-FU-10004787,"Advantus Frame, Durable",Furniture,Furnishings,56.47833333333333,1225.7,-366.36,Loss-Making
FUR-FU-10004790,"Advantus Photo Frame, Erganomic",Furniture,Furnishings,28.01142857142857,990.72,36.72,Profitable
FUR-FU-10004797,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,18.7726,367.29,-2.3100000000000005,Loss-Making
FUR-FU-10004800,"Eldon Stacking Tray, Black",Furniture,Furnishings,13.299999999999999,77.69999999999999,-45.78,Loss-Making
FUR-FU-10004811,"Eldon Door Stop, Erganomic",Furniture,Furnishings,47.560500000000005,819.504,189.144,Profitable
FUR-FU-10004816,"Advantus Door Stop, Duo Pack",Furniture,Furnishings,30.060000000000002,300.6,66.0,Profitable
FUR-FU-10004820,"Advantus Photo Frame, Erganomic",Furniture,Furnishings,51.6,928.8,399.06,Profitable
FUR-FU-10004823,"Advantus Clock, Erganomic",Furniture,Furnishings,20.004,60.012,-25.008,Loss-Making
FUR-FU-10004842,"Advantus Light Bulb, Erganomic",Furniture,Furnishings,9.256,236.74,-87.22,Loss-Making
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,48.20666666666667,702.44,123.96,Profitable
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,35.91716666666667,1438.132,235.1407,Profitable
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,35.69384615384615,1834.812,436.43789999999996,Profitable
FUR-FU-10004876,"Eldon Frame, Erganomic",Furniture,Furnishings,109.1265,964.908,65.268,Profitable
FUR-FU-10004888,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,12.296000000000001,234.472,25.471999999999998,Profitable
FUR-FU-10004903,"Eldon Light Bulb, Black",Furniture,Furnishings,14.560000000000002,443.52,85.32,Profitable
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,53.186,1002.936,-267.44960000000003,Loss-Making
FUR-FU-10004907,"Advantus Light Bulb, Durable",Furniture,Furnishings,10.26,41.04,-9.6,Loss-Making
FUR-FU-10004909,Contemporary Wood/Metal Frame,Furniture,Furnishings,10.504,193.92,4.847999999999998,Profitable
FUR-FU-10004915,"Rubbermaid Frame, Durable",Furniture,Furnishings,57.024,1382.8319999999999,-240.508,Loss-Making
FUR-FU-10004923,"Advantus Stacking Tray, Durable",Furniture,Furnishings,9.669,29.886,-3.894,Loss-Making
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,46.529,514.556,23.538199999999996,Profitable
FUR-FU-10004954,"Tenex Clock, Duo Pack",Furniture,Furnishings,48.872571428571426,996.138,372.138,Profitable
FUR-FU-10004955,"Tenex Door Stop, Durable",Furniture,Furnishings,32.736,458.304,-111.456,Loss-Making
FUR-FU-10004960,"Deflect-O Photo Frame, Duo Pack",Furniture,Furnishings,29.681599999999996,1158.868,119.7124,Profitable
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,7.291666666666667,159.25,47.6,Profitable
FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,13.188,678.24,120.9528,Profitable
FUR-FU-10004995,"Deflect-O Light Bulb, Durable",Furniture,Furnishings,13.0563,66.6432,3.3432,Profitable
FUR-FU-10004998,"Eldon Stacking Tray, Erganomic",Furniture,Furnishings,17.402666666666665,257.024,71.384,Profitable
FUR-HAR-10000100,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,151.3054285714286,2593.0620000000004,-299.718,Loss-Making
FUR-HAR-10000334,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,126.084,1080.72,26.909999999999997,Profitable
FUR-HAR-10000441,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,121.80085714285715,1600.506,379.74600000000004,Profitable
FUR-HAR-10000870,"Harbour Creations Bag Chairs, Black",Furniture,Chairs,48.83175,195.327,-20.193,Loss-Making
FUR-HAR-10001089,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,122.961,839.028,130.068,Profitable
FUR-HAR-10001144,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,41.6715,166.686,28.205999999999996,Profitable
FUR-HAR-10001374,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs,404.481,2093.784,642.384,Profitable
FUR-HAR-10001792,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,61.62,801.0600000000001,344.37,Profitable
FUR-HAR-10002178,"Harbour Creations Rocking Chair, Set of Two",Furniture,Chairs,79.648,970.7099999999999,-1111.11,Loss-Making
FUR-HAR-10002223,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,51.975,207.9,-50.58,Loss-Making
FUR-HAR-10002288,"Harbour Creations Rocking Chair, Red",Furniture,Chairs,147.09,735.45,36.75,Profitable
FUR-HAR-10002328,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,121.4215,2576.505,552.3149999999999,Profitable
FUR-HAR-10002546,"Harbour Creations Chairmat, Black",Furniture,Chairs,57.39525,598.302,48.402,Profitable
FUR-HAR-10002632,"Harbour Creations Chairmat, Adjustable",Furniture,Chairs,74.49,595.92,226.32,Profitable
FUR-HAR-10002697,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,267.002,801.0060000000001,80.01599999999999,Profitable
FUR-HAR-10002873,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,352.314,8379.36,1523.52,Profitable
FUR-HAR-10003124,"Harbour Creations Chairmat, Red",Furniture,Chairs,55.199999999999996,381.6,40.31999999999999,Profitable
FUR-HAR-10003548,"Harbour Creations Bag Chairs, Set of Two",Furniture,Chairs,63.870000000000005,447.09000000000003,143.01,Profitable
FUR-HAR-10003770,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Chairs,100.14,100.14,35.04,Profitable
FUR-HAR-10004086,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,81.14099999999999,1794.648,190.84799999999998,Profitable
FUR-HAR-10004129,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,156.8382,2607.891,665.241,Profitable
FUR-HAR-10004593,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,268.37899999999996,1894.44,-1131.99,Loss-Making
FUR-HAR-10004726,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,60.228,682.584,152.424,Profitable
FUR-HON-10000029,"Hon Bag Chairs, Black",Furniture,Chairs,42.72,256.32,51.12,Profitable
FUR-HON-10000103,"Hon Swivel Stool, Red",Furniture,Chairs,121.101,1734.69,-491.07000000000005,Loss-Making
FUR-HON-10000191,"Hon Bag Chairs, Adjustable",Furniture,Chairs,28.584000000000003,276.312,-244.068,Loss-Making
FUR-HON-10000224,"Hon Computer Table, with Bottom Storage",Furniture,Tables,494.43,2966.58,415.26,Profitable
FUR-HON-10000339,"Hon Bag Chairs, Set of Two",Furniture,Chairs,39.27428571428572,483.48,-17.279999999999998,Loss-Making
FUR-HON-10000344,"Hon Rocking Chair, Red",Furniture,Chairs,130.62,261.24,20.88,Profitable
FUR-HON-10000722,"Hon Rocking Chair, Adjustable",Furniture,Chairs,133.11,1331.1,638.7,Profitable
FUR-HON-10001015,"Hon Training Table, Rectangular",Furniture,Tables,330.27,330.27,46.23,Profitable
FUR-HON-10001343,"Hon Coffee Table, Fully Assembled",Furniture,Tables,317.37,952.11,323.64,Profitable
FUR-HON-10001504,"Hon Rocking Chair, Black",Furniture,Chairs,89.733,1897.212,386.712,Profitable
FUR-HON-10001558,"Hon Swivel Stool, Black",Furniture,Chairs,133.3729090909091,3240.522,686.322,Profitable
FUR-HON-10001622,"Hon Chairmat, Red",Furniture,Chairs,55.53,166.59,23.31,Profitable
FUR-HON-10001627,"Hon Swivel Stool, Adjustable",Furniture,Chairs,137.0655,880.5419999999999,13.122000000000014,Profitable
FUR-HON-10001689,"Hon Executive Leather Armchair, Red",Furniture,Chairs,404.2632,2480.706,-275.634,Loss-Making
FUR-HON-10001776,"Hon Bag Chairs, Red",Furniture,Chairs,33.411,392.805,90.105,Profitable
FUR-HON-10001847,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,272.82599999999996,818.478,-395.622,Loss-Making
FUR-HON-10001851,"Hon Executive Leather Armchair, Black",Furniture,Chairs,457.14000000000004,1371.42,507.41999999999996,Profitable
FUR-HON-10001960,"Hon Wood Table, Rectangular",Furniture,Tables,528.9,1586.6999999999998,237.95999999999998,Profitable
FUR-HON-10002424,"Hon Steel Folding Chair, Red",Furniture,Chairs,67.1715,455.952,153.762,Profitable
FUR-HON-10002570,"Hon Chairmat, Set of Two",Furniture,Chairs,34.668,947.592,90.88199999999999,Profitable
FUR-HON-10002599,"Hon Chairmat, Adjustable",Furniture,Chairs,51.251000000000005,615.0120000000001,85.812,Profitable
FUR-HON-10002837,"Hon Round Table, with Bottom Storage",Furniture,Tables,515.91,1031.82,20.58,Profitable
FUR-HON-10002941,"Hon Swivel Stool, Set of Two",Furniture,Chairs,165.9,331.8,79.62,Profitable
FUR-HON-10003080,"Hon Computer Table, Adjustable Height",Furniture,Tables,489.81,489.81,63.66,Profitable
FUR-HON-10003137,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,83.67,167.34,35.1,Profitable
FUR-HON-10003412,"Hon Wood Table, Fully Assembled",Furniture,Tables,532.8,532.8,85.23,Profitable
FUR-HON-10003533,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,459.63000000000005,5055.93,1364.88,Profitable
FUR-HON-10003593,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,56.63925,344.031,-68.88900000000001,Loss-Making
FUR-HON-10003653,"Hon Steel Folding Chair, Black",Furniture,Chairs,78.99,236.96999999999997,71.01,Profitable
FUR-HON-10003871,"Hon Conference Table, Fully Assembled",Furniture,Tables,646.065,1661.31,-83.07,Loss-Making
FUR-HON-10003950,"Hon Coffee Table, Adjustable Height",Furniture,Tables,318.09,954.27,458.01,Profitable
FUR-HON-10004137,"Hon Rocking Chair, Set of Two",Furniture,Chairs,106.296,1049.673,106.17300000000003,Profitable
FUR-HON-10004632,"Hon Chairmat, Black",Furniture,Chairs,53.1,106.2,4.2,Profitable
FUR-HON-10004932,"Hon Conference Table, with Bottom Storage",Furniture,Tables,276.444,276.444,-304.116,Loss-Making
FUR-HON-10004987,"Hon Training Table, Adjustable Height",Furniture,Tables,234.423,2947.0319999999997,970.932,Profitable
FUR-IKE-10000521,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,414.27,414.27,132.54,Profitable
FUR-IKE-10000619,"Ikea Corner Shelving, Pine",Furniture,Bookcases,105.74849999999999,920.634,4.794000000000011,Profitable
FUR-IKE-10000649,"Ikea Library with Doors, Pine",Furniture,Bookcases,206.686,2772.024,-1626.816,Loss-Making
FUR-IKE-10001301,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,111.53699999999999,2652.102,1288.542,Profitable
FUR-IKE-10001312,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,411.75,6176.25,2346.75,Profitable
FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,338.742,7518.42,-578.58,Loss-Making
FUR-IKE-10002147,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,247.12875,1812.5459999999998,-675.804,Loss-Making
FUR-IKE-10002268,"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,169.8,509.40000000000003,86.58,Profitable
FUR-IKE-10002509,"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,105.006,823.02,-488.40000000000003,Loss-Making
FUR-IKE-10002719,"Ikea Library with Doors, Metal",Furniture,Bookcases,362.85,725.7,261.24,Profitable
FUR-IKE-10002894,"Ikea Library with Doors, Traditional",Furniture,Bookcases,248.3165,3779.256,1133.496,Profitable
FUR-IKE-10003015,"Ikea Library with Doors, Mobile",Furniture,Bookcases,311.0235,3439.554,-36.846000000000004,Loss-Making
FUR-IKE-10003053,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,144.96,289.92,69.54,Profitable
FUR-IKE-10003251,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,69.144,69.144,-95.076,Loss-Making
FUR-IKE-10003262,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,140.5305,732.462,-68.238,Loss-Making
FUR-IKE-10003576,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,171.69,171.69,24.03,Profitable
FUR-IKE-10003642,"Ikea 3-Shelf Cabinet, Pine",Furniture,Bookcases,119.14028571428571,1179.078,-215.922,Loss-Making
FUR-IKE-10003682,"Ikea Corner Shelving, Metal",Furniture,Bookcases,95.974,1666.272,-568.698,Loss-Making
FUR-IKE-10003771,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,86.142,295.344,66.384,Profitable
FUR-IKE-10003796,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,93.56400000000001,439.34400000000005,-30.605999999999998,Loss-Making
FUR-IKE-10004160,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,122.58,1348.3799999999999,498.63,Profitable
FUR-IKE-10004815,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,100.08,300.24,105.03,Profitable
FUR-IKE-10004853,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,125.58,2009.28,261.12,Profitable
FUR-LES-10000488,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,254.19,508.38,172.8,Profitable
FUR-LES-10000874,"Lesro Computer Table, Fully Assembled",Furniture,Tables,428.34,428.34,137.04,Profitable
FUR-LES-10000904,"Lesro Training Table, with Bottom Storage",Furniture,Tables,268.8,537.6,91.38,Profitable
FUR-LES-10002026,"Lesro Conference Table, Rectangular",Furniture,Tables,855.15,855.15,384.81,Profitable
FUR-LES-10002613,"Lesro Wood Table, Rectangular",Furniture,Tables,465.0,930.0,158.1,Profitable
FUR-LES-10002616,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,857.58,1715.16,377.28,Profitable
FUR-LES-10002852,"Lesro Computer Table, Adjustable Height",Furniture,Tables,425.91,851.82,212.94,Profitable
FUR-LES-10003082,"Lesro Coffee Table, Rectangular",Furniture,Tables,162.2205,324.441,-164.739,Loss-Making
FUR-LES-10003538,"Lesro Coffee Table, Fully Assembled",Furniture,Tables,101.388,101.388,-149.562,Loss-Making
FUR-LES-10004098,"Lesro Round Table, Rectangular",Furniture,Tables,449.58,899.16,395.58,Profitable
FUR-LES-10004420,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,252.0,504.0,115.92,Profitable
FUR-LES-10004886,"Lesro Conference Table, Fully Assembled",Furniture,Tables,859.05,1718.1,68.7,Profitable
FUR-NOV-10000123,"Novimex Rocking Chair, Red",Furniture,Chairs,131.43,788.58,141.84,Profitable
FUR-NOV-10000222,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,64.3872,677.76,-123.81,Loss-Making
FUR-NOV-10000283,"Novimex Chairmat, Black",Furniture,Chairs,53.91,161.73,35.55,Profitable
FUR-NOV-10000323,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,299.286,598.572,-193.428,Loss-Making
FUR-NOV-10000669,"Novimex Chairmat, Set of Two",Furniture,Chairs,58.59,175.77,28.08,Profitable
FUR-NOV-10000847,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,455.52,2733.12,355.14,Profitable
FUR-NOV-10001972,"Novimex Swivel Stool, Red",Furniture,Chairs,164.46,822.3000000000001,230.10000000000002,Profitable
FUR-NOV-10002107,"Novimex Rocking Chair, Adjustable",Furniture,Chairs,133.92,803.52,313.2,Profitable
FUR-NOV-10002333,"Novimex Steel Folding Chair, Black",Furniture,Chairs,53.865,510.71999999999997,-85.44,Loss-Making
FUR-NOV-10002453,"Novimex Rocking Chair, Black",Furniture,Chairs,67.725,851.4,-510.84000000000003,Loss-Making
FUR-NOV-10002655,"Novimex Swivel Stool, Adjustable",Furniture,Chairs,137.73375,1769.67,-73.53,Loss-Making
FUR-NOV-10002791,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,133.36800000000002,1300.338,369.918,Profitable
FUR-NOV-10002911,"Novimex Steel Folding Chair, Set of Two",Furniture,Chairs,67.584,895.488,-67.872,Loss-Making
FUR-NOV-10002939,"Novimex Swivel Stool, Black",Furniture,Chairs,48.609,48.609,-108.561,Loss-Making
FUR-NOV-10003053,"Novimex Bag Chairs, Set of Two",Furniture,Chairs,48.21,385.68,92.4,Profitable
FUR-NOV-10003195,"Novimex Chairmat, Red",Furniture,Chairs,49.5792,552.1320000000001,118.182,Profitable
FUR-NOV-10003257,"Novimex Chairmat, Adjustable",Furniture,Chairs,44.7108,576.534,175.25400000000002,Profitable
FUR-NOV-10003754,"Novimex Rocking Chair, Set of Two",Furniture,Chairs,86.892,775.344,-414.45599999999996,Loss-Making
FUR-NOV-10004003,"Novimex Steel Folding Chair, Red",Furniture,Chairs,32.892,131.568,-55.992,Loss-Making
FUR-NOV-10004563,"Novimex Bag Chairs, Black",Furniture,Chairs,33.373,269.886,50.376000000000005,Profitable
FUR-NOV-10004602,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,368.16,2485.08,-207.08999999999997,Loss-Making
FUR-NOV-10004925,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,457.95,915.9,293.04,Profitable
FUR-NOV-10004962,"Novimex Bag Chairs, Adjustable",Furniture,Chairs,48.45,387.6,96.72,Profitable
FUR-OFF-10000303,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,114.528,1059.384,-40.29599999999999,Loss-Making
FUR-OFF-10000344,"Office Star Bag Chairs, Adjustable",Furniture,Chairs,57.93,115.86,16.2,Profitable
FUR-OFF-10001125,"Office Star Rocking Chair, Adjustable",Furniture,Chairs,109.94000000000001,372.84000000000003,5.640000000000001,Profitable
FUR-OFF-10001132,"Office Star Swivel Stool, Adjustable",Furniture,Chairs,143.66442857142857,3493.3140000000003,-1429.176,Loss-Making
FUR-OFF-10001187,"Office Star Chairmat, Black",Furniture,Chairs,63.39,126.78,35.46,Profitable
FUR-OFF-10001224,"Office Star Swivel Stool, Red",Furniture,Chairs,173.93999999999997,3130.92,156.06,Profitable
FUR-OFF-10001552,"Office Star Bag Chairs, Set of Two",Furniture,Chairs,57.69,519.21,25.92,Profitable
FUR-OFF-10001661,"Office Star Chairmat, Red",Furniture,Chairs,54.3015,302.772,65.71199999999999,Profitable
FUR-OFF-10001798,"Office Star Steel Folding Chair, Red",Furniture,Chairs,77.95349999999999,311.81399999999996,-11.105999999999995,Loss-Making
FUR-OFF-10002330,"Office Star Executive Leather Armchair, Black",Furniture,Chairs,467.43,1402.29,98.10000000000001,Profitable
FUR-OFF-10002395,"Office Star Rocking Chair, Red",Furniture,Chairs,140.91,422.73,173.25,Profitable
FUR-OFF-10002486,"Office Star Bag Chairs, Black",Furniture,Chairs,53.01,371.07,152.04,Profitable
FUR-OFF-10002511,"Office Star Steel Folding Chair, Black",Furniture,Chairs,73.656,1455.264,-62.496,Loss-Making
FUR-OFF-10002542,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,266.288,2255.616,-2344.9139999999998,Loss-Making
FUR-OFF-10002740,"Office Star Steel Folding Chair, Set of Two",Furniture,Chairs,63.422999999999995,479.19599999999997,58.146000000000015,Profitable
FUR-OFF-10003019,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,94.2,94.2,45.21,Profitable
FUR-OFF-10003104,"Office Star Bag Chairs, Red",Furniture,Chairs,42.504,460.152,60.822,Profitable
FUR-OFF-10003688,"Office Star Rocking Chair, Black",Furniture,Chairs,94.62799999999999,1343.2559999999999,-207.804,Loss-Making
FUR-OFF-10003703,"Office Star Chairmat, Set of Two",Furniture,Chairs,68.07,544.56,239.51999999999998,Profitable
FUR-OFF-10003713,"Office Star Chairmat, Adjustable",Furniture,Chairs,68.31,614.79,239.76,Profitable
FUR-OFF-10004214,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,399.228,3663.504,1084.734,Profitable
FUR-OFF-10004495,"Office Star Swivel Stool, Black",Furniture,Chairs,134.3495,1303.4759999999999,-168.384,Loss-Making
FUR-OFF-10004824,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,92.49975,1039.521,-70.71900000000001,Loss-Making
FUR-RUB-10000501,"Rubbermaid Clock, Black",Furniture,Furnishings,50.16,200.64,98.28,Profitable
FUR-RUB-10000958,"Rubbermaid Light Bulb, Black",Furniture,Furnishings,16.014,195.936,50.616,Profitable
FUR-RUB-10001094,"Rubbermaid Door Stop, Duo Pack",Furniture,Furnishings,38.743,407.89799999999997,-0.10200000000000031,Loss-Making
FUR-RUB-10001190,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,48.78,731.7,365.85,Profitable
FUR-RUB-10001310,"Rubbermaid Photo Frame, Black",Furniture,Furnishings,43.9875,175.95,-26.970000000000002,Loss-Making
FUR-RUB-10001380,"Rubbermaid Photo Frame, Erganomic",Furniture,Furnishings,40.296,463.404,80.934,Profitable
FUR-RUB-10001484,"Rubbermaid Clock, Durable",Furniture,Furnishings,47.19,188.76,67.92,Profitable
FUR-RUB-10001704,"Rubbermaid Frame, Black",Furniture,Furnishings,109.89,329.67,125.19,Profitable
FUR-RUB-10001717,"Rubbermaid Photo Frame, Durable",Furniture,Furnishings,48.78,243.9,12.15,Profitable
FUR-RUB-10001796,"Rubbermaid Light Bulb, Erganomic",Furniture,Furnishings,15.364800000000002,223.488,96.228,Profitable
FUR-RUB-10002021,"Rubbermaid Light Bulb, Durable",Furniture,Furnishings,14.283,211.071,77.511,Profitable
FUR-RUB-10002067,"Rubbermaid Frame, Erganomic",Furniture,Furnishings,95.4888,2105.094,737.6940000000001,Profitable
FUR-RUB-10002507,"Rubbermaid Stacking Tray, Black",Furniture,Furnishings,23.04,519.12,118.92,Profitable
FUR-RUB-10002817,"Rubbermaid Door Stop, Durable",Furniture,Furnishings,40.83,857.43,110.88000000000001,Profitable
FUR-RUB-10002945,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,44.5566,533.643,168.66299999999998,Profitable
FUR-RUB-10003004,"Rubbermaid Frame, Durable",Furniture,Furnishings,106.92,1389.96,347.49,Profitable
FUR-RUB-10003411,"Rubbermaid Stacking Tray, Erganomic",Furniture,Furnishings,16.997,50.991,-15.519,Loss-Making
FUR-RUB-10003518,"Rubbermaid Door Stop, Erganomic",Furniture,Furnishings,42.42,169.68,25.44,Profitable
FUR-RUB-10003699,"Rubbermaid Light Bulb, Duo Pack",Furniture,Furnishings,18.9,245.7,39.0,Profitable
FUR-RUB-10003724,"Rubbermaid Frame, Duo Pack",Furniture,Furnishings,95.29,2770.7400000000002,-165.06,Loss-Making
FUR-RUB-10004036,"Rubbermaid Stacking Tray, Erganomic",Furniture,Furnishings,23.76,285.12,91.08,Profitable
FUR-RUB-10004285,"Rubbermaid Clock, Duo Pack",Furniture,Furnishings,40.175999999999995,271.188,17.927999999999997,Profitable
FUR-RUB-10004420,"Rubbermaid Door Stop, Black",Furniture,Furnishings,43.79999999999999,131.39999999999998,40.68,Profitable
FUR-RUB-10004633,"Rubbermaid Stacking Tray, Durable",Furniture,Furnishings,25.14,251.4,90.3,Profitable
FUR-SAF-10000085,"Safco Library with Doors, Pine",Furniture,Bookcases,332.469,4380.768,1838.358,Profitable
FUR-SAF-10000204,"Safco Library with Doors, Metal",Furniture,Bookcases,103.8,311.4,-31.14,Loss-Making
FUR-SAF-10000213,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,374.5695,3437.226,978.066,Profitable
FUR-SAF-10000265,"Safco Library with Doors, Metal",Furniture,Bookcases,298.425,3697.875,-502.42499999999984,Loss-Making
FUR-SAF-10000351,"SAFCO Chairmat, Black",Furniture,Chairs,57.39,344.34000000000003,17.1,Profitable
FUR-SAF-10000508,"Safco Library with Doors, Traditional",Furniture,Bookcases,233.87400000000002,1559.16,-709.56,Loss-Making
