Row ID,Order ID,OrderDateKey,ShipDateKey,Ship Mode,Customer ID,GeographyKey,Product ID,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,Shipping Days,Cost,Unit Price,Is Loss Making
50780,NG-2011-9540,20110425,20110428,First Class,BF-1005,1188,OFF-BOS-10002558,High,181.26,6,0.0,28.98,47.29,3,152.28,30.209999999999997,False
3595,US-2014-119522,20140721,20140723,Second Class,SR-20425,190,TEC-PH-10000990,High,364.392,6,0.4,-60.768,47.285,2,425.15999999999997,60.732,True
18046,ES-2014-1572368,20140818,20140818,Same Day,AR-10510,680,FUR-CH-10000488,High,224.856,3,0.1,42.426,47.28,0,182.43,74.952,False
42814,EG-2014-460,20140903,20140907,Standard Class,AC-660,184,TEC-NOK-10002716,High,333.48,2,0.0,49.98,47.28,4,283.5,166.74,False
47074,IZ-2013-2620,20131126,20131129,First Class,SO-10335,553,OFF-STI-10001651,Critical,94.98,2,0.0,8.52,47.28,3,86.46000000000001,47.49,False
667,MX-2014-130995,20140626,20140630,Standard Class,BF-11020,1000,TEC-CO-10000372,Medium,484.03,5,0.002,47.53,47.272,4,436.5,96.806,False
27798,IN-2014-74833,20140416,20140421,Standard Class,JP-16135,1336,TEC-PH-10004350,Medium,504.972,8,0.17,127.692,47.27,5,377.28,63.1215,False
41688,EG-2014-3340,20140427,20140501,Standard Class,AY-555,184,OFF-SME-10003752,High,256.86,2,0.0,2.52,47.26,4,254.34,128.43,False
41721,MO-2013-5660,20130710,20130710,Same Day,KH-6690,770,OFF-EAT-10001933,Medium,270.54,6,0.0,135.18,47.26,0,135.36,45.09,False
19011,ES-2013-4494295,20131210,20131214,Standard Class,FA-14230,2159,OFF-ST-10001547,Medium,572.67,3,0.1,178.11,47.24,4,394.55999999999995,190.89,False
5697,US-2011-158435,20110427,20110502,Standard Class,MJ-17740,1404,FUR-CH-10001490,High,920.4,5,0.4,46.0,47.225,5,874.4,184.07999999999998,False
6557,US-2014-145436,20140908,20140914,Standard Class,BS-11365,1363,FUR-CH-10000656,Low,332.28,5,0.4,-60.92,47.215,6,393.2,66.45599999999999,True
3263,MX-2011-140851,20110531,20110605,Standard Class,JH-15430,197,FUR-TA-10003497,Medium,539.472,3,0.2,188.772,47.211,5,350.7,179.82399999999998,False
20656,ID-2013-17097,20131217,20131222,Second Class,EP-13915,85,TEC-PH-10002806,Medium,626.175,5,0.25,-16.725,47.21,5,642.9,125.23499999999999,True
6275,MX-2013-113460,20131002,20131005,First Class,MP-17470,594,FUR-BO-10002968,High,242.52,1,0.0,38.8,47.203,3,203.72000000000003,242.52,False
11741,ES-2012-3603495,20120625,20120629,Standard Class,TN-21040,2160,OFF-BI-10003068,Medium,370.44,7,0.0,170.31,47.2,4,200.13,52.92,False
17817,ES-2013-2715038,20130921,20130928,Standard Class,DM-13015,4,FUR-CH-10002498,Low,313.248,4,0.2,27.408,47.2,7,285.84,78.312,False
34541,CA-2014-113355,20141202,20141206,Standard Class,SJ-20215,2161,FUR-CH-10002602,High,317.058,3,0.3,-18.1176,47.18,4,335.1756,105.68599999999999,True
37143,CA-2012-126725,20121117,20121121,Standard Class,BS-11665,116,FUR-CH-10001708,High,225.568,2,0.2,2.8196,47.18,4,222.7484,112.784,False
31688,US-2011-135972,20110921,20110923,Second Class,JG-15115,591,TEC-PH-10003012,High,246.384,2,0.2,27.7182,47.17,2,218.6658,123.192,False
48326,IS-2014-6980,20140106,20140110,Standard Class,MH-7785,963,OFF-FIS-10003234,High,234.0,6,0.0,28.08,47.17,4,205.92000000000002,39.0,False
31893,CA-2011-131450,20110808,20110815,Standard Class,LR-16915,116,TEC-PH-10002398,Medium,445.96,5,0.2,55.745,47.16,7,390.215,89.192,False
24563,IN-2013-17545,20130129,20130203,Standard Class,GH-14665,1562,FUR-BO-10004529,Medium,504.09,3,0.0,60.48,47.15,5,443.60999999999996,168.03,False
27244,IN-2014-65131,20140602,20140607,Standard Class,RP-19855,407,FUR-CH-10002213,Medium,667.4244,2,0.27,-155.4756,47.15,5,822.9,333.7122,True
44779,IZ-2011-4620,20111123,20111127,Standard Class,FH-4365,973,TEC-STA-10002286,Medium,653.94,6,0.0,222.3,47.15,4,431.64000000000004,108.99000000000001,False
4889,US-2014-136084,20141226,20141226,Same Day,TH-21550,513,OFF-AP-10000663,Medium,909.552,4,0.4,30.272,47.138,0,879.28,227.388,False
42985,WZ-2011-680,20111116,20111116,Same Day,JC-5385,2162,OFF-ACC-10002220,High,204.36,4,0.0,59.16,47.13,0,145.20000000000002,51.09,False
984,MX-2014-164294,20141117,20141122,Standard Class,SN-20710,199,FUR-BO-10004142,Medium,584.2,2,0.0,239.52,47.121,5,344.68000000000006,292.1,False
29150,IN-2013-15102,20130508,20130510,Second Class,SR-20740,298,OFF-AP-10001621,High,270.96,4,0.0,62.28,47.11,2,208.67999999999998,67.74,False
44594,CG-2014-5280,20141126,20141127,First Class,LL-6840,91,TEC-OKI-10003433,Medium,351.66,2,0.0,17.58,47.11,1,334.08000000000004,175.83,False
19672,IT-2011-2709916,20111213,20111217,Standard Class,SC-20095,390,FUR-TA-10000184,Medium,726.84,2,0.6,-399.78,47.1,4,1126.62,363.42,True
20020,ES-2011-3398154,20110614,20110618,Standard Class,EM-14140,69,OFF-ST-10001554,High,241.434,2,0.1,24.114,47.1,4,217.32,120.717,False
37373,CA-2013-151561,20130902,20130908,Standard Class,PG-18820,1,TEC-AC-10001432,Medium,468.9,6,0.0,206.316,47.09,6,262.58399999999995,78.14999999999999,False
37499,CA-2013-118332,20131217,20131224,Standard Class,PK-19075,974,FUR-CH-10001708,Medium,563.92,5,0.2,7.049,47.09,7,556.871,112.78399999999999,False
12219,IT-2013-4017525,20130516,20130522,Standard Class,SH-19975,981,FUR-TA-10001980,Medium,1031.355,3,0.35,-317.385,47.08,6,1348.74,343.785,True
5930,MX-2014-141208,20140702,20140706,Standard Class,AG-10330,891,FUR-TA-10004406,Medium,661.32,2,0.0,205.0,47.069,4,456.32000000000005,330.66,False
5652,MX-2014-167899,20140801,20140807,Standard Class,MH-17290,593,TEC-AC-10004743,Medium,660.08,5,0.2,131.98,47.062,6,528.1,132.01600000000002,False
39271,US-2012-126753,20120816,20120820,Standard Class,SP-20860,78,FUR-FU-10001488,High,254.352,3,0.2,0.0,47.06,4,254.352,84.784,False
12592,ES-2014-4325220,20141021,20141025,Standard Class,DC-12850,771,TEC-PH-10001937,Medium,504.09,3,0.0,85.68,47.05,4,418.40999999999997,168.03,False
35583,CA-2012-105690,20121121,20121126,Second Class,CA-11965,2163,TEC-CO-10001571,Medium,439.992,1,0.2,164.997,47.05,5,274.995,439.992,False
2407,MX-2013-129301,20131016,20131021,Second Class,HG-14845,1117,TEC-CO-10001309,Medium,809.04432,4,0.202,-174.39568,47.048,5,983.4399999999999,202.26108,True
48123,RS-2014-630,20140320,20140325,Standard Class,LH-7155,646,TEC-CIS-10000436,Medium,553.92,4,0.0,22.08,47.04,5,531.8399999999999,138.48,False
3685,MX-2012-159730,20120316,20120320,Second Class,IM-15070,2164,FUR-BO-10002985,Medium,719.136,9,0.2,152.676,47.038,4,566.46,79.904,False
17821,ES-2014-5438886,20141117,20141124,Standard Class,BV-11245,2165,FUR-CH-10004047,Medium,618.3,5,0.1,178.5,47.03,7,439.79999999999995,123.66,False
29519,ID-2013-63514,20131231,20140102,Second Class,WB-21850,86,FUR-BO-10003046,High,706.158,2,0.1,156.918,47.03,2,549.24,353.079,False
27007,ID-2014-72663,20140826,20140831,Second Class,CL-11890,267,TEC-CO-10000172,High,296.64,4,0.5,-59.4,47.02,5,356.03999999999996,74.16,True
34497,CA-2011-164224,20110518,20110520,Second Class,TT-21070,2166,FUR-FU-10000308,Critical,149.232,3,0.2,3.7308,47.02,2,145.5012,49.744,False
12789,IT-2013-3331737,20130724,20130728,Standard Class,RW-19690,333,OFF-AR-10002513,High,318.36,7,0.0,9.45,47.01,4,308.91,45.480000000000004,False
11350,ES-2013-3657887,20130504,20130510,Standard Class,LE-16810,2167,OFF-ST-10002159,Medium,495.36,4,0.4,41.28,47.0,6,454.08000000000004,123.84,False
15095,ES-2013-5237504,20131205,20131206,Same Day,BF-11215,1212,OFF-AR-10001068,High,244.65,5,0.0,122.25,46.98,1,122.4,48.93,False
20494,IN-2014-76450,20141117,20141121,Standard Class,PJ-19015,1925,OFF-ST-10003203,Medium,490.4802,3,0.17,153.6102,46.98,4,336.87,163.4934,False
21440,ID-2011-58670,20110107,20110111,Standard Class,MS-17365,85,TEC-MA-10000868,High,445.41,7,0.25,-136.71,46.97,4,582.12,63.63,True
27489,IN-2012-16005,20121227,20121230,First Class,MC-18130,161,FUR-CH-10001271,Medium,415.287,1,0.1,87.657,46.97,3,327.63,415.287,False
37554,CA-2014-141425,20141103,20141107,Second Class,AR-10825,176,OFF-SU-10000646,Medium,384.592,2,0.2,-81.7258,46.97,4,466.3178,192.296,True
40300,CA-2012-102855,20120405,20120406,Same Day,JF-15415,851,TEC-AC-10001767,High,239.94,6,0.0,26.3934,46.97,1,213.5466,39.99,False
46331,SA-2012-90,20120814,20120818,Second Class,JB-6000,483,OFF-FEL-10001865,Medium,545.52,4,0.0,114.48,46.97,4,431.03999999999996,136.38,False
21358,IN-2012-56563,20120127,20120129,Second Class,MF-17665,3,TEC-MA-10002931,High,377.352,8,0.1,79.512,46.96,2,297.84,47.169,False
50367,RS-2013-9090,20130613,20130617,Standard Class,MC-7575,470,TEC-SAM-10003520,High,439.74,6,0.0,184.68,46.95,4,255.06,73.29,False
19104,ES-2011-1290469,20111116,20111120,Second Class,MY-18295,1609,TEC-MA-10004452,Medium,398.31,4,0.15,-37.53,46.92,4,435.84000000000003,99.5775,True
47372,IR-2012-6980,20120601,20120606,Standard Class,EC-4050,1841,FUR-OFF-10004495,Medium,343.02,2,0.0,116.58,46.91,5,226.44,171.51,False
14704,ES-2013-3947822,20130930,20130930,Same Day,HG-15025,1983,FUR-CH-10000807,Medium,598.995,5,0.1,252.795,46.9,0,346.20000000000005,119.799,False
16208,ES-2013-5147891,20131231,20140106,Standard Class,PF-19225,1235,TEC-AC-10001100,Medium,865.62,7,0.5,-727.23,46.9,6,1592.85,123.66,True
12496,ES-2013-3167494,20130720,20130724,Standard Class,LC-17140,921,OFF-AR-10002805,High,486.0,10,0.0,208.8,46.89,4,277.2,48.6,False
33237,CA-2013-112109,20130709,20130713,Standard Class,JE-15715,2168,FUR-CH-10004287,High,662.88,3,0.2,74.574,46.88,4,588.306,220.96,False
33600,CA-2014-157931,20140918,20140923,Second Class,MO-17800,464,FUR-CH-10000785,Medium,723.92,4,0.0,188.2192,46.85,5,535.7008,180.98,False
17193,ES-2012-4079399,20121122,20121124,First Class,JJ-15445,870,OFF-ST-10004473,High,159.84,3,0.0,79.92,46.84,2,79.92,53.28,False
21891,IN-2012-62373,20120928,20120929,First Class,EM-14140,667,FUR-BO-10002510,High,379.314,4,0.35,-128.406,46.84,1,507.72,94.8285,True
22425,IN-2014-66062,20140128,20140201,Standard Class,RB-19705,1775,FUR-BO-10000071,High,336.6,2,0.0,158.16,46.84,4,178.44000000000003,168.3,False
39274,CA-2011-166051,20110531,20110605,Standard Class,JK-15625,1353,TEC-PH-10002680,Medium,659.97,3,0.0,197.991,46.84,5,461.97900000000004,219.99,False
5355,MX-2011-128902,20111025,20111101,Standard Class,MM-17920,1596,TEC-AC-10002308,Low,675.72,9,0.0,175.68,46.833,7,500.04,75.08,False
1294,MX-2014-146990,20141118,20141121,First Class,JP-16135,1470,OFF-ST-10002233,Critical,161.7,5,0.0,59.8,46.82,3,101.89999999999999,32.339999999999996,False
13096,ES-2014-3811628,20140415,20140421,Standard Class,AS-10285,1243,FUR-FU-10001132,Medium,651.96,6,0.0,12.96,46.82,6,639.0,108.66000000000001,False
11341,IT-2012-2834141,20120410,20120414,Standard Class,LD-17005,2169,FUR-BO-10000268,Medium,548.505,3,0.5,-427.905,46.81,4,976.41,182.835,True
11748,ES-2012-1513143,20120116,20120118,Second Class,HM-14980,319,FUR-FU-10001200,High,302.76,6,0.0,5.94,46.81,2,296.82,50.46,False
31376,CA-2013-127208,20130613,20130616,First Class,SC-20770,1686,OFF-AP-10002118,Critical,208.16,1,0.0,56.2032,46.81,3,151.9568,208.16,False
31442,CA-2012-110744,20120907,20120912,Standard Class,HA-14920,1563,OFF-ST-10003656,Medium,671.93,7,0.0,20.1579,46.81,5,651.7720999999999,95.99,False
2442,MX-2013-145821,20130701,20130707,Standard Class,AR-10405,206,TEC-CO-10003678,Medium,669.21888,8,0.002,105.85888,46.801,6,563.36,83.65236,False
17106,IT-2014-2810229,20140417,20140421,Standard Class,AJ-10795,249,FUR-BO-10004053,High,361.86,1,0.0,126.63,46.79,4,235.23000000000002,361.86,False
48392,RS-2013-7090,20130614,20130618,Standard Class,SO-10335,784,OFF-BIN-10000712,High,308.16,6,0.0,58.5,46.79,4,249.66000000000003,51.36000000000001,False
15992,IT-2014-1874749,20141121,20141125,Standard Class,IM-15070,1129,TEC-PH-10001732,High,424.2,5,0.5,-271.5,46.78,4,695.7,84.84,True
12846,ES-2013-2481532,20130220,20130227,Standard Class,MT-18070,499,FUR-FU-10000368,Medium,749.49,7,0.0,307.23,46.77,7,442.26,107.07000000000001,False
10531,IT-2013-5450529,20130628,20130630,First Class,AS-10225,843,OFF-ST-10002354,High,196.98,2,0.5,-118.2,46.76,2,315.18,98.49,True
50983,AG-2014-2760,20140609,20140613,Standard Class,CL-2565,925,FUR-NOV-10002453,High,516.0,4,0.0,61.92,46.75,4,454.08,129.0,False
8995,MX-2014-118374,20140927,20141002,Standard Class,TM-21010,1253,FUR-BO-10004082,Medium,1451.5,5,0.0,595.1,46.734,5,856.4,290.3,False
5398,MX-2014-163839,20140612,20140617,Second Class,AB-10060,206,OFF-AR-10003245,Medium,479.36,14,0.0,119.84,46.729,5,359.52,34.24,False
11042,ES-2014-1158805,20141210,20141212,Second Class,SC-20680,1528,OFF-SU-10001791,Critical,252.72,8,0.0,50.4,46.71,2,202.32,31.59,False
22905,IN-2013-76835,20130812,20130816,Standard Class,RA-19285,519,TEC-PH-10004300,High,408.78,6,0.0,192.06,46.71,4,216.71999999999997,68.13,False
32662,US-2014-155425,20141111,20141112,First Class,AB-10600,638,TEC-AC-10001314,High,239.952,6,0.2,-35.9928,46.69,1,275.9448,39.992,True
46670,SF-2012-5590,20120413,20120415,First Class,ML-8265,163,TEC-HEW-10003460,Medium,388.62,2,0.0,85.44,46.69,2,303.18,194.31,False
49537,CA-2011-4710,20110218,20110220,First Class,SN-10560,825,OFF-CUI-10001965,High,276.6,1,0.0,30.42,46.69,2,246.18,276.6,False
35765,CA-2014-168641,20141125,20141202,Standard Class,KA-16525,1,FUR-BO-10000780,Low,321.568,2,0.2,-16.0784,46.66,7,337.64639999999997,160.784,True
3040,MX-2014-135307,20141124,20141126,First Class,TB-21595,2170,TEC-PH-10003877,High,408.42,9,0.0,32.58,46.653,2,375.84000000000003,45.38,False
16970,IT-2011-4230809,20111210,20111215,Standard Class,RS-19870,188,TEC-PH-10002586,Medium,442.884,8,0.15,-57.516,46.65,5,500.40000000000003,55.3605,True
27051,IN-2013-22179,20130523,20130526,First Class,SP-20620,805,OFF-PA-10001968,Critical,122.76,4,0.0,42.96,46.65,3,79.80000000000001,30.69,False
25396,IN-2012-10013,20121017,20121022,Standard Class,JM-15250,34,FUR-CH-10002091,Medium,492.399,3,0.1,131.229,46.64,5,361.16999999999996,164.133,False
8069,MX-2014-101826,20141015,20141019,Standard Class,RW-19630,2092,FUR-BO-10000728,High,276.18,1,0.0,60.74,46.637,4,215.44,276.18,False
30308,ID-2014-83625,20140728,20140731,Second Class,RS-19420,2171,FUR-BO-10000008,High,465.156,2,0.4,-255.864,46.63,3,721.02,232.578,True
10869,ES-2013-3621706,20131011,20131013,Second Class,CK-12205,1191,OFF-ST-10004060,High,395.88,2,0.0,193.98,46.6,2,201.9,197.94,False
23333,ID-2011-41583,20111125,20111129,Standard Class,VG-21805,821,OFF-ST-10004183,High,352.9575,7,0.17,102.0075,46.59,4,250.95,50.4225,False
37270,CA-2012-143980,20121225,20121229,Standard Class,JK-15640,1,OFF-AP-10003779,High,414.96,2,0.0,124.488,46.58,4,290.472,207.48,False
37813,US-2014-116652,20140916,20140920,Standard Class,RD-19480,168,FUR-FU-10001488,High,529.9,5,0.0,105.98,46.58,4,423.91999999999996,105.97999999999999,False
43979,SF-2014-1390,20140504,20140506,Second Class,AH-465,2172,TEC-SHA-10004874,High,293.85,1,0.0,61.68,46.58,2,232.17000000000002,293.85,False
28039,IN-2014-15872,20141001,20141003,Second Class,JL-15235,641,OFF-AR-10004749,Medium,375.9,7,0.0,7.35,46.57,2,368.54999999999995,53.699999999999996,False
16783,ES-2014-4588874,20140305,20140310,Standard Class,AG-10765,279,OFF-BI-10001621,High,348.39,7,0.0,97.44,46.56,5,250.95,49.769999999999996,False
39095,CA-2014-166184,20140325,20140328,First Class,HR-14830,1,TEC-PH-10002624,High,469.99,1,0.0,136.2971,46.56,3,333.6929,469.99,False
16632,ES-2011-4256146,20110805,20110809,Standard Class,TG-21310,795,FUR-CH-10004606,High,391.86,3,0.0,31.32,46.55,4,360.54,130.62,False
19422,IT-2012-2157465,20121114,20121118,Standard Class,CD-12790,1494,FUR-BO-10004547,High,442.692,4,0.1,73.692,46.55,4,369.0,110.673,False
21698,ID-2013-13191,20130518,20130522,Standard Class,TS-21610,497,FUR-BO-10004404,High,345.096,3,0.2,4.266,46.55,4,340.83,115.032,False
20082,ES-2014-3705262,20140818,20140821,Second Class,IM-15070,1332,OFF-SU-10002379,Critical,191.31,7,0.0,7.56,46.54,3,183.75,27.330000000000002,False
37729,CA-2011-165764,20111103,20111107,Standard Class,SH-20395,849,FUR-FU-10001468,Medium,410.352,3,0.2,-51.294,46.54,4,461.64599999999996,136.784,True
7229,MX-2014-122427,20140521,20140522,First Class,SZ-20035,1061,OFF-ST-10000560,High,192.9,5,0.0,40.5,46.525,1,152.4,38.58,False
7573,MX-2014-145527,20141003,20141004,First Class,DB-13360,1238,FUR-BO-10003438,High,246.84,3,0.0,51.78,46.525,1,195.06,82.28,False
14082,ES-2012-2224678,20120803,20120807,Standard Class,CM-12115,370,FUR-FU-10003500,High,259.05,5,0.0,93.15,46.52,4,165.9,51.81,False
36476,US-2012-120502,20120413,20120419,Standard Class,BT-11395,29,TEC-PH-10003645,Low,258.576,2,0.2,19.3932,46.52,6,239.18280000000001,129.288,False
25957,IN-2011-27702,20111229,20120103,Standard Class,RB-19645,140,TEC-CO-10002040,Medium,1183.6296,4,0.07,445.3896,46.51,5,738.24,295.9074,False
5688,US-2014-165267,20141004,20141009,Standard Class,CC-12610,380,FUR-TA-10003663,Medium,524.896,2,0.2,-124.664,46.475,5,649.56,262.448,True
14152,ES-2014-1359331,20140716,20140720,Second Class,TT-21460,870,TEC-AC-10000397,High,324.0,8,0.0,38.88,46.47,4,285.12,40.5,False
32414,CA-2012-142755,20120904,20120908,Standard Class,CS-12355,464,OFF-PA-10001970,High,279.9,5,0.0,137.151,46.47,4,142.74899999999997,55.98,False
49930,BO-2012-5160,20120906,20120908,First Class,CS-2175,1086,TEC-KON-10004774,High,311.85,1,0.0,18.69,46.47,2,293.16,311.85,False
11619,ES-2013-2215507,20130702,20130707,Standard Class,CP-12340,69,TEC-AC-10004571,Medium,671.814,3,0.1,194.004,46.46,5,477.80999999999995,223.938,False
16086,ES-2014-1027656,20140716,20140719,Second Class,KM-16660,4,FUR-BO-10004709,Critical,662.448,2,0.2,240.108,46.45,3,422.34,331.224,False
34379,US-2014-132297,20140528,20140603,Standard Class,DW-13480,666,TEC-PH-10002834,Medium,539.97,3,0.0,134.9925,46.45,6,404.9775,179.99,False
50686,MO-2014-9670,20140902,20140903,Same Day,LC-7050,81,FUR-RUB-10001190,High,390.24,8,0.0,195.12,46.45,1,195.12,48.78,False
24198,IN-2011-54190,20111118,20111125,Standard Class,SF-20200,418,FUR-TA-10001113,Medium,1119.195,5,0.3,255.795,46.43,7,863.4,223.839,False
11474,ES-2011-5941122,20111102,20111108,Standard Class,MH-17290,130,TEC-PH-10004105,Medium,649.35,5,0.0,25.95,46.42,6,623.4,129.87,False
5659,MX-2013-146164,20130708,20130715,Standard Class,DH-13675,313,TEC-AC-10002308,Low,225.24,3,0.0,58.56,46.415,7,166.68,75.08,False
21078,ID-2011-77619,20111101,20111102,First Class,MK-18160,497,OFF-ST-10003964,Critical,519.525,5,0.5,-394.875,46.41,1,914.4,103.905,True
32433,CA-2013-152170,20131113,20131116,Second Class,FH-14275,2173,OFF-EN-10002831,High,287.52,8,0.0,129.384,46.41,3,158.136,35.94,False
15711,IT-2013-5257163,20131005,20131009,Standard Class,JA-15970,2174,FUR-CH-10001582,Medium,420.687,1,0.1,-14.043,46.39,4,434.73,420.687,True
46349,BO-2013-3590,20130717,20130719,Second Class,HW-4935,1086,TEC-NOK-10001172,Critical,123.24,1,0.0,3.69,46.39,2,119.55,123.24,False
7927,MX-2011-135020,20110317,20110318,First Class,CC-12550,248,TEC-MA-10003936,High,348.04,2,0.0,149.64,46.387,1,198.40000000000003,174.02,False
14735,ES-2012-1335715,20121116,20121118,Second Class,BC-11125,2066,TEC-AC-10003487,High,304.8,8,0.0,21.12,46.38,2,283.68,38.1,False
30434,ID-2014-83324,20140826,20140829,First Class,TZ-21445,368,FUR-BO-10000321,High,274.992,4,0.6,-158.208,46.37,3,433.20000000000005,68.748,True
9220,MX-2014-148292,20140505,20140511,Standard Class,LC-17140,704,FUR-CH-10001819,Low,408.42,9,0.0,171.36,46.357,6,237.06,45.38,False
31041,IN-2013-83765,20130315,20130320,Standard Class,CC-12475,86,OFF-ST-10004687,Medium,1587.12,8,0.0,666.48,46.34,5,920.6399999999999,198.39,False
21536,IN-2014-27100,20140821,20140825,Standard Class,LH-17155,2,TEC-MA-10002093,High,736.29,5,0.1,8.04,46.31,4,728.25,147.25799999999998,False
19722,ES-2014-4442179,20140627,20140629,Second Class,CM-12715,1612,OFF-SU-10001086,Critical,198.24,8,0.0,23.76,46.3,2,174.48000000000002,24.78,False
20564,ID-2011-60882,20110202,20110204,Second Class,GD-14590,115,FUR-CH-10003950,Medium,334.3035,1,0.27,-109.9365,46.3,2,444.24,334.3035,True
27458,IN-2013-59356,20130909,20130915,Standard Class,EB-13840,1940,TEC-PH-10001725,Low,397.89,3,0.0,19.89,46.29,6,378.0,132.63,False
8982,MX-2012-163720,20120126,20120130,Standard Class,EJ-13720,422,TEC-AC-10004853,High,349.6,5,0.0,31.4,46.28,4,318.20000000000005,69.92,False
16649,ES-2013-4670866,20131218,20131220,First Class,JW-16075,1883,TEC-PH-10004241,Medium,547.74,6,0.0,49.14,46.28,2,498.6,91.29,False
6384,MX-2013-132045,20130617,20130619,Second Class,CR-12820,2175,OFF-ST-10004835,Critical,272.76,3,0.0,13.62,46.273,2,259.14,90.92,False
11987,IT-2013-4281827,20130225,20130301,Standard Class,AB-10600,1146,TEC-PH-10000037,Medium,773.4,10,0.5,-680.7,46.27,4,1454.1,77.34,True
48799,RW-2012-600,20120518,20120523,Standard Class,EH-4185,1135,TEC-ENE-10003873,Medium,458.64,8,0.0,187.92,46.27,5,270.72,57.33,False
9756,MX-2014-162824,20140820,20140824,Standard Class,ST-20530,751,TEC-CO-10000956,Medium,795.2064,5,0.002,245.4064,46.257,4,549.8000000000001,159.04128,False
6736,MX-2012-113817,20120406,20120407,First Class,DE-13255,455,FUR-CH-10001044,High,468.44,7,0.0,18.62,46.25,1,449.82,66.92,False
28421,IN-2014-16817,20141125,20141129,Standard Class,HJ-14875,1628,OFF-ST-10000362,High,253.92,2,0.0,68.52,46.25,4,185.39999999999998,126.96,False
49809,CG-2011-2000,20111105,20111106,First Class,LC-6930,91,TEC-NOK-10001678,Medium,339.18,2,0.0,67.8,46.25,1,271.38,169.59,False
5913,US-2012-169481,20120510,20120516,Standard Class,KC-16540,758,TEC-PH-10004631,Medium,606.9,5,0.0,285.2,46.236,6,321.7,121.38,False
3359,MX-2011-163048,20110928,20111002,Standard Class,TC-21475,2176,TEC-AC-10001274,High,535.78,7,0.0,101.78,46.233,4,434.0,76.53999999999999,False
10084,US-2012-107685,20121228,20130101,Standard Class,SC-20845,886,FUR-BO-10004103,High,291.0,3,0.6,-72.78,46.231,4,363.78,97.0,True
27899,IN-2013-51040,20130204,20130210,Standard Class,KE-16420,1684,TEC-CO-10002380,Low,379.08,2,0.0,30.3,46.23,6,348.78,189.54,False
10846,ES-2013-2934598,20130712,20130716,Standard Class,CC-12100,319,TEC-CO-10002872,High,297.18,2,0.0,56.46,46.2,4,240.72,148.59,False
21092,IN-2014-47134,20140101,20140105,Standard Class,KN-16450,70,TEC-MA-10002134,Medium,846.288,3,0.1,46.998,46.2,4,799.29,282.096,False
17417,ES-2013-5917617,20130118,20130123,Standard Class,IM-15070,2177,FUR-BO-10001555,Medium,740.7,6,0.0,103.68,46.19,5,637.02,123.45,False
27968,IN-2012-49864,20120605,20120609,Standard Class,JG-15805,226,TEC-AC-10002086,Medium,555.03,7,0.0,266.28,46.17,4,288.75,79.28999999999999,False
25924,IN-2011-49087,20110920,20110924,Standard Class,HR-14830,1776,TEC-PH-10004261,Medium,551.16,4,0.0,154.32,46.16,4,396.84,137.79,False
23356,ID-2012-69814,20120402,20120407,Second Class,JH-15910,92,FUR-BO-10002510,Medium,607.824,4,0.1,60.744,46.15,5,547.0799999999999,151.956,False
11242,ES-2012-2332844,20120302,20120307,Standard Class,BT-11680,843,FUR-BO-10001892,Medium,583.47,3,0.5,-490.14,46.14,5,1073.6100000000001,194.49,True
47571,NI-2013-1790,20130822,20130827,Standard Class,MC-7425,2178,TEC-BEL-10003985,Medium,621.504,8,0.7,-476.496,46.14,5,1098.0,77.688,True
30350,ID-2012-85522,20120111,20120114,First Class,LW-17215,431,FUR-CH-10003702,Medium,688.32,8,0.4,-436.08,46.13,3,1124.4,86.04,True
33596,CA-2012-113145,20121101,20121105,Standard Class,VD-21670,1,TEC-PH-10002597,Medium,503.96,4,0.0,125.99,46.13,4,377.96999999999997,125.99,False
1516,MX-2012-147886,20120411,20120415,Standard Class,CD-11980,199,OFF-ST-10002510,Medium,406.44,3,0.0,20.28,46.125,4,386.15999999999997,135.48,False
6720,MX-2013-127705,20130925,20130929,Standard Class,JK-15370,25,FUR-CH-10000430,Medium,512.064,7,0.2,57.484,46.117,4,454.58,73.152,False
23679,IN-2014-75603,20141231,20150105,Second Class,BS-11365,510,OFF-SU-10001618,Medium,258.12,9,0.0,92.88,46.11,5,165.24,28.68,False
47534,EG-2011-1640,20111222,20111224,Second Class,BT-1680,2179,TEC-PAN-10000391,High,263.64,1,0.0,39.54,46.11,2,224.1,263.64,False
34412,CA-2013-150350,20130824,20130831,Standard Class,MS-17770,52,FUR-CH-10001973,Medium,532.704,6,0.2,-39.9528,46.1,7,572.6568,88.78399999999999,True
16246,IT-2012-1125357,20121121,20121125,Standard Class,RC-19960,624,OFF-AR-10000319,High,315.72,6,0.0,59.94,46.09,4,255.78000000000003,52.620000000000005,False
40436,CA-2011-106971,20110902,20110908,Standard Class,BM-11785,2180,TEC-AC-10000844,Medium,475.944,7,0.2,95.1888,46.08,6,380.7552,67.992,False
761,MX-2014-105858,20141127,20141129,First Class,DL-13315,219,TEC-MA-10002952,Critical,230.22,9,0.0,62.1,46.06,2,168.12,25.58,False
7948,US-2012-152772,20120423,20120425,First Class,MW-18220,31,TEC-AC-10003690,Medium,198.528,8,0.2,-49.632,46.052,2,248.16,24.816,True
33605,US-2014-120418,20140612,20140613,First Class,BC-11125,1799,FUR-CH-10001394,Critical,280.792,1,0.2,35.099,46.05,1,245.69299999999998,280.792,False
